plot,tree,DBH,Height,CBH,life,CW_E,CW_S,CW_W,CW_N,x,y,SD,CLR,CW,CW_EW,CW_SN,Age Group
74,бДр╤ки,12.8,12,6.8,а╪,1.9,1.6,2.5,2.2,0,0,1566.666667,0.43,4.1,4.4,3.8,╫ЭйЛаж
74,бДр╤ки,12.8,13.8,5.6,а╪,2.5,2.8,1.7,2,0,0,1566.666667,0.59,4.5,4.2,4.8,╫ЭйЛаж
74,бДр╤ки,12.8,12.4,6,а╪,2.1,1.9,1.5,1.6,0,0,1566.666667,0.52,3.55,3.6,3.5,╫ЭйЛаж
86,бДр╤ки,12.8,11.1,7.4,а╪,1.6,1.5,1.6,1.3,0,0,1155.555556,0.33,3,3.2,2.8,╫ЭйЛаж
86,бДр╤ки,12.8,10.3,5.9,а╪,1.3,1.1,1.1,1.1,0,0,1155.555556,0.43,2.3,2.4,2.2,╫ЭйЛаж
90,бДр╤ки,12.8,11,7.1,а╪,1.9,1.7,1.6,1.8,0,0,711.1111111,0.35,3.5,3.5,3.5,╫ЭйЛаж
1,бДр╤ки,12.9,7,3.1,╩Н,1.7,1.48,2.79,1.7,5.43,9.37,2344.444444,0.56,3.835,4.49,3.18,╫ЭйЛаж
18,бДр╤ки,12.9,8.9,0.4,а╪,2.93,2.9,1.8,1.43,6.7,7.7,422.2222222,0.96,4.53,4.73,4.33,╫ЭйЛаж
30,бДр╤ки,12.9,11.2,5.8,а╪,1.8,1.7,1.5,1.9,7.3,5,1444.444444,0.48,3.45,3.3,3.6,╫ЭйЛаж
34,бДр╤ки,12.9,9.5,1.71,а╪,1.63,1.42,1.74,2.58,1.4,7.1,977.7777778,0.82,3.685,3.37,4,╫ЭйЛаж
34,бДр╤ки,12.9,11.1,5.3,а╪,1.8,1.79,2,1.48,5.1,7.2,977.7777778,0.52,3.535,3.8,3.27,╫ЭйЛаж
36,бДр╤ки,12.9,10.9,4.1,а╪,1.26,1.31,2.07,2.29,0.1,9.1,1088.888889,0.62,3.465,3.33,3.6,╫ЭйЛаж
37,бДр╤ки,12.9,7.7,0.4,а╪,2.18,2.82,2.17,2.3,3,3.4,1644.444444,0.95,4.735,4.35,5.12,╫ЭйЛаж
40,бДр╤ки,12.9,6.1,1.5,а╪,2.21,2.15,2.26,2.02,4,4,511.1111111,0.75,4.32,4.47,4.17,╫ЭйЛаж
42,бДр╤ки,12.9,10.8,8.6,а╪,1.43,1.01,1.07,1.16,5,7.9,2288.888889,0.2,2.335,2.5,2.17,╫ЭйЛаж
42,бДр╤ки,12.9,9.9,6.4,а╪,1.46,1.15,1.26,1.93,2.2,0.1,2288.888889,0.35,2.9,2.72,3.08,╫ЭйЛаж
44,бДр╤ки,12.9,11.2,6.7,а╪,1.9,1.7,1.6,1.5,6.5,8.3,1977.777778,0.4,3.35,3.5,3.2,╫ЭйЛаж
44,бДр╤ки,12.9,11.9,7,а╪,1.55,1.49,0.92,1.36,3.4,8.1,1977.777778,0.41,2.66,2.47,2.85,╫ЭйЛаж
45,бДр╤ки,12.9,12.5,7,а╪,0.64,1.28,0.56,0.32,9,5,1466.666667,0.44,1.4,1.2,1.6,╫ЭйЛаж
45,бДр╤ки,12.9,12.1,5.1,а╪,2.28,1.74,1.43,1.94,3.2,6.8,1466.666667,0.58,3.695,3.71,3.68,╫ЭйЛаж
59,бДр╤ки,12.9,11.9,8.2,а╪,3,1.8,1.2,2.9,0,0,2155.555556,0.31,4.45,4.2,4.7,╫ЭйЛаж
87,бДр╤ки,12.9,9.2,1.6,а╪,2.2,3,2.8,0.4,0,0,588.8888889,0.83,4.2,5,3.4,╫ЭйЛаж
88,бДр╤ки,12.9,11.9,5.3,а╪,1.6,1.1,1.1,1.9,0,0,1122.222222,0.55,2.85,2.7,3,╫ЭйЛаж
4,бДр╤ки,13,10.6,7.2,а╪,1.82,1.04,1.73,1.71,9.7,8.5,2155.555556,0.32,3.15,3.55,2.75,╫ЭйЛаж
18,бДр╤ки,13,8.9,1.5,а╪,0.79,1.2,1.47,1.3,5,3.7,422.2222222,0.83,2.38,2.26,2.5,╫ЭйЛаж
27,бДр╤ки,13,11.6,5.6,а╪,1.794,1.636,1.381,1.733,2.1,1.1,1077.777778,0.52,3.272,3.175,3.369,╫ЭйЛаж
33,бДр╤ки,13,15.4,5.4,а╪,1.67,0.78,1.56,1.78,2,7.6,1766.666667,0.65,2.895,3.23,2.56,╫ЭйЛаж
34,бДр╤ки,13,11.1,2.6,а╪,1.61,1.11,1.56,1.8,8.5,0.79,977.7777778,0.77,3.04,3.17,2.91,╫ЭйЛаж
36,бДр╤ки,13,10.7,6.4,а╪,1.68,1.48,1.31,1.72,7,2.8,1088.888889,0.4,3.095,2.99,3.2,╫ЭйЛаж
36,бДр╤ки,13,7.6,2.6,а╪,2,1.54,1.36,1.81,1.5,8.4,1088.888889,0.66,3.355,3.36,3.35,╫ЭйЛаж
42,бДр╤ки,13,14.6,10,а╪,1.16,1.27,1.33,1.43,2.1,8.9,2288.888889,0.32,2.595,2.49,2.7,╫ЭйЛаж
42,бДр╤ки,13,14,7.8,а╪,1.57,1.06,1.1,2.01,1.2,3.9,2288.888889,0.44,2.87,2.67,3.07,╫ЭйЛаж
45,бДр╤ки,13,9.4,2.3,а╪,1.78,1.13,1.22,1.8,7,3.1,1466.666667,0.76,2.965,3,2.93,╫ЭйЛаж
1,бДр╤ки,13.1,9.4,3.1,╩Н,2.231,1.533,2.203,2.116,6.643,1.396,2344.444444,0.67,4.0415,4.434,3.649,╫ЭйЛаж
1,бДр╤ки,13.1,9.1,3.6,╩Н,1.578,2.065,2.849,2.239,0.834,6.65,2344.444444,0.6,4.3655,4.427,4.304,╫ЭйЛаж
4,бДр╤ки,13.1,11.1,6.9,а╪,0.71,1.27,1.45,1.35,6.6,1.2,2155.555556,0.38,2.39,2.16,2.62,╫ЭйЛаж
25,бДр╤ки,13.1,11.1,6.3,а╪,2.28,2.28,2.481,1.786,8.8,3.4,1700,0.43,4.4135,4.761,4.066,╫ЭйЛаж
27,бДр╤ки,13.1,7.8,1.8,а╪,2.174,2.476,1.491,1.331,6.4,9.2,1077.777778,0.77,3.736,3.665,3.807,╫ЭйЛаж
28,бДр╤ки,13.1,12.4,7.2,а╪,1.69,1.66,1.24,1.58,7.6,4.2,1466.666667,0.42,3.085,2.93,3.24,╫ЭйЛаж
28,бДр╤ки,13.1,11,5.8,а╪,1.89,2.16,1.89,1.12,7.3,8.7,1466.666667,0.47,3.53,3.78,3.28,╫ЭйЛаж
30,бДр╤ки,13.1,11.6,5.4,а╪,2.1,1.8,1.7,1.8,2.1,5,1444.444444,0.53,3.7,3.8,3.6,╫ЭйЛаж
30,бДр╤ки,13.1,15.2,9,а╪,1.55,1.6,1.24,1.32,7.3,7.6,1444.444444,0.41,2.855,2.79,2.92,╫ЭйЛаж
34,бДр╤ки,13.1,9.2,1.8,а╪,1.8,1.8,1.3,1,3,9,977.7777778,0.8,2.95,3.1,2.8,╫ЭйЛаж
34,бДр╤ки,13.1,12.5,5.1,а╪,1.7,1.5,1,1.1,9.5,6.8,977.7777778,0.59,2.65,2.7,2.6,╫ЭйЛаж
34,бДр╤ки,13.1,10.3,3.9,а╪,1.57,1.77,1.58,1.78,7.6,8.1,977.7777778,0.62,3.35,3.15,3.55,╫ЭйЛаж
35,бДр╤ки,13.1,6.7,0.3,а╪,2.01,1.78,2.25,2.14,7.1,6.4,1733.333333,0.96,4.09,4.26,3.92,╫ЭйЛаж
38,бДр╤ки,13.1,7.5,1.4,а╪,1.8,2,1.9,1.5,4.3,4.7,322.2222222,0.81,3.6,3.7,3.5,╫ЭйЛаж
42,бДр╤ки,13.1,15.1,9.1,а╪,1.66,1.31,1.45,1.38,2.4,9.3,2288.888889,0.4,2.9,3.11,2.69,╫ЭйЛаж
42,бДр╤ки,13.1,11.1,7.7,а╪,1.13,1.11,1.32,1.48,6,9.7,2288.888889,0.31,2.52,2.45,2.59,╫ЭйЛаж
42,бДр╤ки,13.1,12.8,5.5,а╪,1.5,1.2,1.5,1.9,5.3,9.2,2288.888889,0.57,3.05,3,3.1,╫ЭйЛаж
44,бДр╤ки,13.1,10,5.2,а╪,1.8,1.1,1.3,2.1,1.1,3,1977.777778,0.48,3.15,3.1,3.2,╫ЭйЛаж
44,бДр╤ки,13.1,10.9,6.2,а╪,1.83,1.63,2.36,1.28,5.8,6.1,1977.777778,0.43,3.55,4.19,2.91,╫ЭйЛаж
45,бДр╤ки,13.1,13.6,6.1,а╪,1.56,1.53,1.07,1.65,7.6,5.7,1466.666667,0.55,2.905,2.63,3.18,╫ЭйЛаж
45,бДр╤ки,13.1,13.6,8.9,а╪,1.56,1.04,0.5,1.38,4.6,0.4,1466.666667,0.35,2.24,2.06,2.42,╫ЭйЛаж
45,бДр╤ки,13.1,10.8,7.9,а╪,1.55,1.58,1.43,1.28,7.7,8.7,1466.666667,0.27,2.92,2.98,2.86,╫ЭйЛаж
46,бДр╤ки,13.1,11,5.1,а╪,2.2,2.05,1.66,2.44,6,3,1655.555556,0.54,4.175,3.86,4.49,╫ЭйЛаж
46,бДр╤ки,13.1,10.7,4.7,а╪,1,2.07,1.34,1.21,8.2,2.9,1655.555556,0.56,2.81,2.34,3.28,╫ЭйЛаж
46,бДр╤ки,13.1,12.4,4.2,а╪,2.04,2.03,1.32,1.54,4.4,7.8,1655.555556,0.66,3.465,3.36,3.57,╫ЭйЛаж
46,бДр╤ки,13.1,12.2,6.9,а╪,1.98,1.49,1.48,1.91,7.7,5.7,1655.555556,0.43,3.43,3.46,3.4,╫ЭйЛаж
20,бДр╤ки,13.2,10.4,0.7,а╪,1.25,0.97,1.231,1.332,6.6,8.2,822.2222222,0.93,2.3915,2.481,2.302,╫ЭйЛаж
20,бДр╤ки,13.2,11.8,2.7,а╪,1.173,1.596,1.063,1.526,7.6,6.6,822.2222222,0.77,2.679,2.236,3.122,╫ЭйЛаж
28,бДр╤ки,13.2,10.4,7.9,а╪,1.76,1.85,1.22,1.79,3,7.9,1466.666667,0.24,3.31,2.98,3.64,╫ЭйЛаж
29,бДр╤ки,13.2,13.8,5.5,а╪,1.8,2.17,1.65,1.76,7.7,0.6,1355.555556,0.6,3.69,3.45,3.93,╫ЭйЛаж
34,бДр╤ки,13.2,9.7,1.2,а╪,1.49,1.19,1.52,1.9,7.1,1.2,977.7777778,0.88,3.05,3.01,3.09,╫ЭйЛаж
36,бДр╤ки,13.2,11.2,6.6,а╪,2.13,1.61,1.27,1.99,4,8.9,1088.888889,0.41,3.5,3.4,3.6,╫ЭйЛаж
41,бДр╤ки,13.2,6.3,0.4,а╪,2.56,1.77,1.89,2.05,0.9,8.9,1522.222222,0.94,4.135,4.45,3.82,╫ЭйЛаж
42,бДр╤ки,13.2,9.6,6.7,а╪,1.7,1.99,0.26,1.9,4.6,7.1,2288.888889,0.3,2.925,1.96,3.89,╫ЭйЛаж
44,бДр╤ки,13.2,9.6,5.4,а╪,1.87,1.54,1.31,2.16,8.5,0.6,1977.777778,0.44,3.44,3.18,3.7,╫ЭйЛаж
45,бДр╤ки,13.2,9.6,3.2,а╪,1.41,1.39,0.55,0.48,9.2,9.3,1466.666667,0.67,1.915,1.96,1.87,╫ЭйЛаж
46,бДр╤ки,13.2,11.7,6.2,а╪,1.56,1.66,1.35,1.53,7,1,1655.555556,0.47,3.05,2.91,3.19,╫ЭйЛаж
46,бДр╤ки,13.2,12,8.1,а╪,1.85,1.44,1.46,1.54,1.3,2.8,1655.555556,0.32,3.145,3.31,2.98,╫ЭйЛаж
48,бДр╤ки,13.2,12.6,2,а╪,1.36,1.64,1.35,1.67,5,9.9,1022.222222,0.84,3.01,2.71,3.31,╫ЭйЛаж
57,бДр╤ки,13.2,11.6,4.8,а╪,1.7,2.33,2,1.57,0,0,1133.333333,0.59,3.8,3.7,3.9,╫ЭйЛаж
59,бДр╤ки,13.2,8.6,6.9,а╪,1.2,1.4,3,2.7,0,0,2155.555556,0.2,4.15,4.2,4.1,╫ЭйЛаж
74,бДр╤ки,13.2,14,4.2,а╪,1.7,2.1,2.2,2.1,0,0,1566.666667,0.7,4.05,3.9,4.2,╫ЭйЛаж
86,бДр╤ки,13.2,11.8,5.6,а╪,1.2,1.3,1.3,1.1,0,0,1155.555556,0.53,2.45,2.5,2.4,╫ЭйЛаж
1,бДр╤ки,13.3,9.6,4.3,╩Н,2.295,2.174,3.341,1.881,1.427,6.542,2344.444444,0.55,4.8455,5.636,4.055,╫ЭйЛаж
14,бДр╤ки,13.3,13.4,7.3,а╪,1.68,1.64,1.14,1.34,1.4,1.4,1022.222222,0.46,2.9,2.82,2.98,╫ЭйЛаж
25,бДр╤ки,13.3,12.4,8.8,а╪,1.585,1.166,1.541,1.137,2.2,8.4,1700,0.29,2.7145,3.126,2.303,╫ЭйЛаж
25,бДр╤ки,13.3,11.3,7.1,а╪,0.943,1.112,1.389,1.524,1.2,4.3,1700,0.37,2.484,2.332,2.636,╫ЭйЛаж
28,бДр╤ки,13.3,12.4,5.5,а╪,1.47,1.2,1.67,1.35,1.5,8.8,1466.666667,0.56,2.845,3.14,2.55,╫ЭйЛаж
28,бДр╤ки,13.3,12.4,7,а╪,1.45,1.32,1.97,1.63,3.4,3.6,1466.666667,0.44,3.185,3.42,2.95,╫ЭйЛаж
34,бДр╤ки,13.3,11.4,4.9,а╪,1.84,1.57,1.27,1.44,8.7,3.7,977.7777778,0.57,3.06,3.11,3.01,╫ЭйЛаж
36,бДр╤ки,13.3,10.1,6,а╪,1.26,1.77,1.43,1.17,0.9,2.8,1088.888889,0.41,2.815,2.69,2.94,╫ЭйЛаж
42,бДр╤ки,13.3,11.1,6.1,а╪,1.44,1.44,1.56,1.56,4.1,8.4,2288.888889,0.45,3,3,3,╫ЭйЛаж
42,бДр╤ки,13.3,11.5,5.4,а╪,1.45,1.36,1.47,1.33,0.8,8.4,2288.888889,0.53,2.805,2.92,2.69,╫ЭйЛаж
46,бДр╤ки,13.3,10.9,2.9,а╪,1.92,2.6,1.62,1.65,7.8,8.2,1655.555556,0.73,3.895,3.54,4.25,╫ЭйЛаж
74,бДр╤ки,13.3,10.6,5.5,а╪,1.8,1.9,1.6,1.2,0,0,1566.666667,0.48,3.25,3.4,3.1,╫ЭйЛаж
86,бДр╤ки,13.3,11.7,7.5,а╪,1.3,1.4,1.1,1.2,0,0,1155.555556,0.36,2.5,2.4,2.6,╫ЭйЛаж
1,бДр╤ки,13.4,7,2.4,╩Н,1.8,0.9,1.2,2.4,1.27,2.23,2344.444444,0.66,3.15,3,3.3,╫ЭйЛаж
1,бДр╤ки,13.4,8.6,1.99,╩Н,2.4,2.1,2,2.3,9.166,9.2,2344.444444,0.77,4.4,4.4,4.4,╫ЭйЛаж
1,бДр╤ки,13.4,9,3,╩Н,1.833,2.326,2.203,2.095,9.787,0.984,2344.444444,0.67,4.2285,4.036,4.421,╫ЭйЛаж
20,бДр╤ки,13.4,9.5,1.8,а╪,1.331,1.185,1.259,0.936,7.3,3.9,822.2222222,0.81,2.3555,2.59,2.121,╫ЭйЛаж
27,бДр╤ки,13.4,12.6,5.1,а╪,1.262,1.389,1.335,1.733,4,2.4,1077.777778,0.6,2.8595,2.597,3.122,╫ЭйЛаж
28,бДр╤ки,13.4,12.4,7,а╪,1.71,1.65,1.76,1.76,2,5,1466.666667,0.44,3.44,3.47,3.41,╫ЭйЛаж
28,бДр╤ки,13.4,13,7.6,а╪,1.64,2.18,2.06,2.25,8.4,1.7,1466.666667,0.42,4.065,3.7,4.43,╫ЭйЛаж
32,бДр╤ки,13.4,11,5.8,а╪,1.02,1.06,1.86,1.48,3.6,6.5,1511.111111,0.47,2.71,2.88,2.54,╫ЭйЛаж
41,бДр╤ки,13.4,6.8,1.2,а╪,1.92,1.68,1.94,1.75,3.2,5.3,1522.222222,0.82,3.645,3.86,3.43,╫ЭйЛаж
44,бДр╤ки,13.4,12.7,6.8,а╪,1.84,1.53,1.8,1.63,7.3,6.3,1977.777778,0.46,3.4,3.64,3.16,╫ЭйЛаж
44,бДр╤ки,13.4,12.6,7.4,а╪,1.69,1.36,0.92,0.3,1.9,5.3,1977.777778,0.41,2.135,2.61,1.66,╫ЭйЛаж
44,бДр╤ки,13.4,11.9,4.3,а╪,1.55,1.51,1.52,1.29,4,8.2,1977.777778,0.64,2.935,3.07,2.8,╫ЭйЛаж
45,бДр╤ки,13.4,11.8,3.6,а╪,1.39,1.84,1.68,1.56,6.2,7.9,1466.666667,0.69,3.235,3.07,3.4,╫ЭйЛаж
46,бДр╤ки,13.4,13.4,6,а╪,1.95,1.79,1.61,1.3,9.5,9.9,1655.555556,0.55,3.325,3.56,3.09,╫ЭйЛаж
57,бДр╤ки,13.4,11.7,5.7,а╪,2.25,2.13,1.78,1.53,0,0,1133.333333,0.51,3.845,4.03,3.66,╫ЭйЛаж
82,бДр╤ки,13.4,7,2.4,а╪,0.8,1.5,2.1,2.4,0,0,688.8888889,0.66,3.4,2.9,3.9,╫ЭйЛаж
88,бДр╤ки,13.4,10.9,6.3,а╪,1.6,1.4,1.3,1.9,0,0,1122.222222,0.42,3.1,2.9,3.3,╫ЭйЛаж
88,бДр╤ки,13.4,10.4,4,а╪,1.9,1.4,1.2,1.7,0,0,1122.222222,0.62,3.1,3.1,3.1,╫ЭйЛаж
1,бДр╤ки,13.5,9.2,3.4,╩Н,1.9,1.1,2.2,2.4,6.429,3.705,2344.444444,0.63,3.8,4.1,3.5,╫ЭйЛаж
1,бДр╤ки,13.5,8.5,2.5,а╪,1.7,1.7,1.6,1.8,4.8,1.7,2344.444444,0.71,3.4,3.3,3.5,╫ЭйЛаж
4,бДр╤ки,13.5,10.5,4.8,а╪,1.89,1.26,1.66,0.9,5.3,8.2,2155.555556,0.54,2.855,3.55,2.16,╫ЭйЛаж
4,бДр╤ки,13.5,9.7,3.3,а╪,2.37,2.15,2.56,2.93,2,4.4,2155.555556,0.66,5.005,4.93,5.08,╫ЭйЛаж
4,бДр╤ки,13.5,9.5,5.3,а╪,1,1.65,2.57,1.69,6.2,7,2155.555556,0.44,3.455,3.57,3.34,╫ЭйЛаж
4,бДр╤ки,13.5,10.5,2.2,а╪,2.259,2.058,1.33,1.03,9.4,3.2,2155.555556,0.79,3.3385,3.589,3.088,╫ЭйЛаж
4,бДр╤ки,13.5,11.6,4.7,а╪,1.38,1.75,2.5,2.15,7.5,3.8,2155.555556,0.59,3.89,3.88,3.9,╫ЭйЛаж
14,бДр╤ки,13.5,11.8,7.3,а╪,2.36,2.41,1.4,1.35,7.5,9.5,1022.222222,0.38,3.76,3.76,3.76,╫ЭйЛаж
20,бДр╤ки,13.5,13.2,1.2,а╪,1.79,1.364,1.28,1.655,5.9,5.5,822.2222222,0.91,3.0445,3.07,3.019,╫ЭйЛаж
20,бДр╤ки,13.5,9.5,0.6,а╪,1.033,1.676,1.056,0.512,6.5,0.9,822.2222222,0.94,2.1385,2.089,2.188,╫ЭйЛаж
20,бДр╤ки,13.5,10.5,1.2,а╪,1.782,1.249,0.997,1.018,8.1,0.6,822.2222222,0.89,2.523,2.779,2.267,╫ЭйЛаж
29,бДр╤ки,13.5,12.9,8.8,а╪,1.43,1.03,1.65,1.54,0.5,9.2,1355.555556,0.32,2.825,3.08,2.57,╫ЭйЛаж
29,бДр╤ки,13.5,13.1,10,а╪,1.83,1.48,1.39,1.4,6.6,8.4,1355.555556,0.24,3.05,3.22,2.88,╫ЭйЛаж
29,бДр╤ки,13.5,12.7,8.2,а╪,1.16,1.55,1.58,1.48,8.2,9.2,1355.555556,0.35,2.885,2.74,3.03,╫ЭйЛаж
34,бДр╤ки,13.5,13,5.5,а╪,1.89,2.03,1.84,1.57,1.48,1.7,977.7777778,0.58,3.665,3.73,3.6,╫ЭйЛаж
34,бДр╤ки,13.5,11.5,2.4,а╪,1.5,1.5,1.3,1,5.4,4.2,977.7777778,0.79,2.65,2.8,2.5,╫ЭйЛаж
36,бДр╤ки,13.5,11.9,5.7,а╪,1.88,1.37,1.62,1.82,0.2,9.6,1088.888889,0.52,3.345,3.5,3.19,╫ЭйЛаж
36,бДр╤ки,13.5,12,9.8,а╪,1.98,1.53,1.53,1.88,8.9,8.9,1088.888889,0.18,3.46,3.51,3.41,╫ЭйЛаж
37,бДр╤ки,13.5,5.9,0.6,а╪,2.13,0.58,1.8,2.22,8.6,3.6,1644.444444,0.9,3.365,3.93,2.8,╫ЭйЛаж
42,бДр╤ки,13.5,13.8,8.2,а╪,1.7,1.7,1.41,2.3,4.5,6.3,2288.888889,0.41,3.555,3.11,4,╫ЭйЛаж
44,бДр╤ки,13.5,10.4,7.4,а╪,1.76,1.7,1.5,1.45,2.7,6.3,1977.777778,0.29,3.205,3.26,3.15,╫ЭйЛаж
45,бДр╤ки,13.5,9.1,6.9,а╪,1.24,1.28,1.32,1.04,2.5,1.1,1466.666667,0.24,2.44,2.56,2.32,╫ЭйЛаж
46,бДр╤ки,13.5,12.7,8.8,а╪,1.2,0.58,1.44,1.41,5,9.8,1655.555556,0.31,2.315,2.64,1.99,╫ЭйЛаж
57,бДр╤ки,13.5,12.6,6.1,а╪,2.04,2.09,1.83,2.46,0,0,1133.333333,0.52,4.21,3.87,4.55,╫ЭйЛаж
60,бДр╤ки,13.5,14.7,3.4,а╪,1.51,1.44,2.02,1.86,0,0,977.7777778,0.77,3.415,3.53,3.3,╫ЭйЛаж
85,бДр╤ки,13.5,11,7.4,0,2,1.8,1.1,1.5,0,0,1422.222222,0.33,3.2,3.1,3.3,╫ЭйЛаж
90,бДр╤ки,13.5,11.7,6.1,а╪,1.6,1.9,1.7,2,0,0,711.1111111,0.48,3.6,3.3,3.9,╫ЭйЛаж
4,бДр╤ки,13.6,11.2,5.3,а╪,2.63,2.26,2.65,2.09,4.1,2.5,2155.555556,0.53,4.815,5.28,4.35,╫ЭйЛаж
4,бДр╤ки,13.6,11.3,6.8,а╪,1.79,1.98,1.91,1.26,9.9,1,2155.555556,0.4,3.47,3.7,3.24,╫ЭйЛаж
18,бДр╤ки,13.6,7.2,0.7,а╪,0.93,1.09,1.64,1.25,1.86,3.7,422.2222222,0.9,2.455,2.57,2.34,╫ЭйЛаж
27,бДр╤ки,13.6,11.6,7.3,а╪,1.87,1.284,1.201,1.55,7.3,0.7,1077.777778,0.37,2.9525,3.071,2.834,╫ЭйЛаж
30,бДр╤ки,13.6,11.8,6.3,а╪,1.12,1.41,1.81,1.32,8,4.3,1444.444444,0.47,2.83,2.93,2.73,╫ЭйЛаж
37,бДр╤ки,13.6,6.5,0.5,а╪,2.28,2.12,2.1,2.02,2.4,7.6,1644.444444,0.92,4.26,4.38,4.14,╫ЭйЛаж
38,бДр╤ки,13.6,7.2,1.2,а╪,1.9,2,2.4,1.9,2.8,7,322.2222222,0.83,4.1,4.3,3.9,╫ЭйЛаж
38,бДр╤ки,13.6,6.8,1.4,а╪,2.7,1.9,2.5,1.8,7.8,2.6,322.2222222,0.79,4.45,5.2,3.7,╫ЭйЛаж
40,бДр╤ки,13.6,7.7,0.4,а╪,2.33,2.41,2.15,2.38,6,5.5,511.1111111,0.95,4.635,4.48,4.79,╫ЭйЛаж
42,бДр╤ки,13.6,15.6,10.8,а╪,1.32,1.41,1.46,1.12,3.2,9.6,2288.888889,0.31,2.655,2.78,2.53,╫ЭйЛаж
44,бДр╤ки,13.6,11.6,5.8,а╪,1.94,1.65,1.41,1.62,2.7,6.8,1977.777778,0.5,3.31,3.35,3.27,╫ЭйЛаж
44,бДр╤ки,13.6,11.3,7.7,а╪,2.1,1.63,1.78,2.54,9.3,0.8,1977.777778,0.32,4.025,3.88,4.17,╫ЭйЛаж
44,бДр╤ки,13.6,9.3,3.7,а╪,1.92,1.79,1.92,2.22,0.6,1,1977.777778,0.6,3.925,3.84,4.01,╫ЭйЛаж
60,бДр╤ки,13.6,8.4,2.1,а╪,2.53,2.59,1.47,1.48,0,0,977.7777778,0.75,4.035,4,4.07,╫ЭйЛаж
85,бДр╤ки,13.6,15,10.1,0,1.2,1.4,1.3,1.5,0,0,1422.222222,0.33,2.7,2.5,2.9,╫ЭйЛаж
86,бДр╤ки,13.6,11.1,5.3,а╪,1.8,1.6,1.6,1.8,0,0,1155.555556,0.52,3.4,3.4,3.4,╫ЭйЛаж
86,бДр╤ки,13.6,12.8,6.2,а╪,1.4,1,1.7,1.3,0,0,1155.555556,0.52,2.7,3.1,2.3,╫ЭйЛаж
86,бДр╤ки,13.6,14.4,8.2,а╪,1.5,1.1,1,1.2,0,0,1155.555556,0.43,2.4,2.5,2.3,╫ЭйЛаж
88,бДр╤ки,13.6,11.8,6.1,а╪,1.4,1.2,1.4,1.4,0,0,1122.222222,0.48,2.7,2.8,2.6,╫ЭйЛаж
89,бДр╤ки,13.6,14.6,7.2,а╪,0.8,2.3,1.8,1.1,0,0,766.6666667,0.51,3,2.6,3.4,╫ЭйЛаж
90,бДр╤ки,13.6,13.7,10.3,а╪,2.3,1.8,2,1.2,0,0,711.1111111,0.25,3.65,4.3,3,╫ЭйЛаж
1,бДр╤ки,13.7,9.8,3.4,╩Н,2.098,1.91,1.971,1.96,3.005,1.921,2344.444444,0.65,3.9695,4.069,3.87,╫ЭйЛаж
4,бДр╤ки,13.7,10.3,4.3,а╪,1.9,2.32,1.65,1.56,9.8,8.4,2155.555556,0.58,3.715,3.55,3.88,╫ЭйЛаж
4,бДр╤ки,13.7,11.2,2.4,а╪,2.52,2.08,2.6,2.28,2.8,3.9,2155.555556,0.79,4.74,5.12,4.36,╫ЭйЛаж
4,бДр╤ки,13.7,11,4.1,а╪,2.2,2.34,2.25,2.37,8.3,5,2155.555556,0.63,4.58,4.45,4.71,╫ЭйЛаж
4,бДр╤ки,13.7,10.5,2.3,а╪,2.84,2.02,1.97,2.62,1,0.7,2155.555556,0.78,4.725,4.81,4.64,╫ЭйЛаж
20,бДр╤ки,13.7,10.2,0.9,а╪,0.79,1.168,1.264,0.678,2.1,8.6,822.2222222,0.91,1.95,2.054,1.846,╫ЭйЛаж
25,бДр╤ки,13.7,11.7,7.2,а╪,1.552,1.347,1.385,0.937,5.6,4.1,1700,0.38,2.6105,2.937,2.284,╫ЭйЛаж
28,бДр╤ки,13.7,12.3,6.7,а╪,1.78,1.56,1.48,1.48,1.1,2,1466.666667,0.46,3.15,3.26,3.04,╫ЭйЛаж
28,бДр╤ки,13.7,12.4,7.5,а╪,1.44,1.49,1.63,2.04,7.1,5.7,1466.666667,0.4,3.3,3.07,3.53,╫ЭйЛаж
30,бДр╤ки,13.7,13,8.4,а╪,1.23,1.41,1.69,1.45,0.7,4.2,1444.444444,0.35,2.89,2.92,2.86,╫ЭйЛаж
30,бДр╤ки,13.7,11,5.2,а╪,1.52,1.67,1.79,1.67,9.5,4.8,1444.444444,0.53,3.325,3.31,3.34,╫ЭйЛаж
36,бДр╤ки,13.7,11.9,6.8,а╪,1.88,1.67,1.56,1.98,3.8,2.8,1088.888889,0.43,3.545,3.44,3.65,╫ЭйЛаж
38,бДр╤ки,13.7,5.9,2,а╪,2.6,2.3,1.9,1.4,5.4,1,322.2222222,0.66,4.1,4.5,3.7,╫ЭйЛаж
42,бДр╤ки,13.7,14.3,10.6,а╪,1.07,1.07,1.4,1.09,2.4,0.8,2288.888889,0.26,2.315,2.47,2.16,╫ЭйЛаж
44,бДр╤ки,13.7,9.8,6.2,а╪,1.97,1.69,2.01,1.59,4.6,5.9,1977.777778,0.37,3.63,3.98,3.28,╫ЭйЛаж
44,бДр╤ки,13.7,10.3,7.5,а╪,1.83,1.56,1.82,1.89,2.7,9.5,1977.777778,0.27,3.55,3.65,3.45,╫ЭйЛаж
44,бДр╤ки,13.7,9.9,6.4,а╪,1.5,1.6,2,0.9,8.1,2.3,1977.777778,0.35,3,3.5,2.5,╫ЭйЛаж
